,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
googlesamples\\android-DoneBar,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001360264717344961, z=-3.815283865906128, Tau=-0.40923076923076923, s=-133.0, var_s=1197.0, slope=0.0, intercept=44.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1111111111111112)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001360264717344961, z=3.815283865906128, Tau=0.40923076923076923, s=133.0, var_s=1197.0, slope=0.0, intercept=0.0010279867565259335)"
googlesamples\\android-DocumentCentricRelinquishIdentity,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=21.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.972909174393862e-05)"
googlesamples\\android-DocumentCentricApps,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=42.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1111111111111112)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-DirectShare,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=6.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=42.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.5454545454545454)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.006398299350015198)"
googlesamples\\android-DirectorySelection,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.025303771311705914, z=-2.236733374918922, Tau=-0.16600790513833993, s=-42.0, var_s=336.0, slope=0.0, intercept=7.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05294774853474382, z=-1.9353468360700945, Tau=-0.2608695652173913, s=-66.0, var_s=1128.0, slope=0.0, intercept=46.57142857142857)","Mann_Kendall_Test(trend='increasing', h=True, p=0.025303771311705914, z=2.236733374918922, Tau=0.16600790513833993, s=42.0, var_s=336.0, slope=0.0, intercept=1.28125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.025303771311705914, z=2.236733374918922, Tau=0.16600790513833993, s=42.0, var_s=336.0, slope=0.0, intercept=0.053918067794126855)"
googlesamples\\android-DeviceOwner,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=70.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.6)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0014027755678021059, z=-3.194079344215303, Tau=-0.4093567251461988, s=-70.0, var_s=466.6666666666667, slope=0.0, intercept=0.002185296500101685)"
googlesamples\\android-DelayedConfirmation,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10662319797558628, z=-1.6135586226014313, Tau=-0.06896551724137931, s=-28.0, var_s=280.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.5584962558086204e-05, z=4.030810006178981, Tau=0.39408866995073893, s=160.0, var_s=1556.0, slope=0.0, intercept=92.66666666666669)","Mann_Kendall_Test(trend='increasing', h=True, p=5.5584962558086204e-05, z=4.030810006178981, Tau=0.39408866995073893, s=160.0, var_s=1556.0, slope=0.0, intercept=1.5333333333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=5.5584962558086204e-05, z=4.030810006178981, Tau=0.39408866995073893, s=160.0, var_s=1556.0, slope=0.0, intercept=0.0007363226419935622)"
googlesamples\\android-CustomTransition,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02331341040265511, z=-2.268259244442751, Tau=-0.14245014245014245, s=-50.0, var_s=466.6666666666667, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3358044632350783, z=-0.9624881293862727, Tau=-0.07407407407407407, s=-26.0, var_s=674.6666666666666, slope=0.0, intercept=45.7)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3358044632350783, z=-0.9624881293862727, Tau=-0.07407407407407407, s=-26.0, var_s=674.6666666666666, slope=0.0, intercept=1.3114754098360657)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.02331341040265511, z=-2.268259244442751, Tau=-0.14245014245014245, s=-50.0, var_s=466.6666666666667, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-CustomNotifications,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=47.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.3333333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-ContentProviderPaging,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=6.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=65.66666666666667)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=1.8)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.011197162714476386)"
googlesamples\\android-ConfirmCredential,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0005264332462087129, z=3.466932920567609, Tau=0.5220588235294118, s=71.0, var_s=407.6666666666667, slope=0.07417582417582418, intercept=133.4065934065934)","Mann_Kendall_Test(trend='no trend', h=False, p=0.12578642463893996, z=1.5309310892394865, Tau=0.11764705882352941, s=16.0, var_s=96.0, slope=0.0, intercept=2.125)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-CommitContentSampleIME,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=214.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.9090909090909087)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-CommitContentSampleApp,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=165.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.75)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-ClippingBasic,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.02374139453072588, z=2.2612885543260344, Tau=0.1476923076923077, s=48.0, var_s=432.0, slope=0.0, intercept=44.6)","Mann_Kendall_Test(trend='increasing', h=True, p=0.02374139453072588, z=2.2612885543260344, Tau=0.1476923076923077, s=48.0, var_s=432.0, slope=0.0, intercept=1.2258064516129032)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-CardView,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=41.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0526315789473684)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.002355192477504412)"
googlesamples\\android-CardReader,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=47.36363636363637)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=1.3098591549295775)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-CardEmulation,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=12.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=46.83333333333334)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=1.337837837837838)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00011110851968017715)"
googlesamples\\android-BorderlessButtons,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=7.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=49.28571428571429)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2222222222222223)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.9248545868322253e-05)"
googlesamples\\android-BluetoothAdvertisements,"Mann_Kendall_Test(trend='increasing', h=True, p=0.009151688852650164, z=2.606335062140006, Tau=0.29411764705882354, s=45.0, var_s=285.0, slope=0.0, intercept=6.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.239783310722167e-05, z=4.094008732814697, Tau=0.6470588235294118, s=99.0, var_s=573.0, slope=0.3541666666666714, intercept=86.3229166666666)","Mann_Kendall_Test(trend='decreasing', h=True, p=4.239783310722167e-05, z=-4.094008732814697, Tau=-0.6470588235294118, s=-99.0, var_s=573.0, slope=-0.0014795918367346839, intercept=1.6044132653061223)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.006684914621254423, z=-2.712145977879923, Tau=-0.30718954248366015, s=-47.0, var_s=287.6666666666667, slope=0.0, intercept=0.01234972725311915)"
googlesamples\\android-BeamLargeFiles,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=40.54545454545455)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2419354838709675)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-BatchStepSensor,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=20.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10959858339911599, z=1.6, Tau=0.07692307692307693, s=25.0, var_s=225.0, slope=0.0, intercept=93.95)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10959858339911599, z=1.6, Tau=0.07692307692307693, s=25.0, var_s=225.0, slope=0.0, intercept=1.6701030927835052)","Mann_Kendall_Test(trend='increasing', h=True, p=4.200647022356563e-05, z=4.096157222835846, Tau=0.4707692307692308, s=153.0, var_s=1377.0, slope=0.0, intercept=0.03946633940649917)"
googlesamples\\android-BasicTransition,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02331341040265511, z=-2.268259244442751, Tau=-0.14245014245014245, s=-50.0, var_s=466.6666666666667, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3358044632350783, z=-0.9624881293862727, Tau=-0.07407407407407407, s=-26.0, var_s=674.6666666666666, slope=0.0, intercept=65.54545454545455)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3358044632350783, z=-0.9624881293862727, Tau=-0.07407407407407407, s=-26.0, var_s=674.6666666666666, slope=0.0, intercept=1.4137931034482758)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.02331341040265511, z=-2.268259244442751, Tau=-0.14245014245014245, s=-50.0, var_s=466.6666666666667, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-BasicSyncAdapter,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=17.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=73.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.5338983050847457)","Mann_Kendall_Test(trend='increasing', h=True, p=6.097472738386678e-05, z=4.009006542604616, Tau=0.43304843304843305, s=152.0, var_s=1418.6666666666667, slope=0.0, intercept=0.03169860098141191)"
googlesamples\\android-BasicNotifications,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0003243804740269418, z=-3.5950089108131444, Tau=-0.38, s=-114.0, var_s=988.0, slope=0.0, intercept=25.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003243804740269418, z=3.5950089108131444, Tau=0.38, s=114.0, var_s=988.0, slope=0.0, intercept=0.0024550652597099547)"
googlesamples\\android-BasicNetworking,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0003243804740269418, z=-3.5950089108131444, Tau=-0.38, s=-114.0, var_s=988.0, slope=0.0, intercept=43.444444444444436)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.3035714285714286)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4971091230917307e-05)"
googlesamples\\android-BasicMultitouch,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=56.444444444444436)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.328125)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0006782220346697918)"
googlesamples\\android-BasicMediaRouter,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0003243804740269418, z=-3.5950089108131444, Tau=-0.38, s=-114.0, var_s=988.0, slope=0.0, intercept=47.444444444444436)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2622950819672132)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003243804740269418, z=3.5950089108131444, Tau=0.38, s=114.0, var_s=988.0, slope=0.0, intercept=0.0004084434444343464)"
googlesamples\\android-BasicMediaDecoder,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3948815743159304, z=-0.8507979973592923, Tau=-0.1076923076923077, s=-35.0, var_s=1597.0, slope=0.0, intercept=127.66666666666669)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.000293404482942794, z=-3.6210546857285983, Tau=-0.36923076923076925, s=-120.0, var_s=1080.0, slope=0.0, intercept=2.5769230769230766)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-BasicManagedProfile,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.9208952950241525e-05, z=4.059352630104707, Tau=0.44, s=143.0, var_s=1223.6666666666667, slope=0.0, intercept=83.8)","Mann_Kendall_Test(trend='increasing', h=True, p=4.9208952950241525e-05, z=4.059352630104707, Tau=0.44, s=143.0, var_s=1223.6666666666667, slope=0.0, intercept=1.903225806451613)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-BasicImmersiveMode,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=42.2)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2166666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-BasicGestureDetect,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.8144323374279523e-05, z=4.187984096102896, Tau=0.5133333333333333, s=154.0, var_s=1334.6666666666667, slope=0.2190082644628097, intercept=42.00826446280992)","Mann_Kendall_Test(trend='increasing', h=True, p=2.8144323374279523e-05, z=4.187984096102896, Tau=0.5133333333333333, s=154.0, var_s=1334.6666666666667, slope=0.005124777183600705, intercept=1.217914438502674)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.79313812091608e-05)"
googlesamples\\android-BasicContactables,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001203956196687006, z=-3.8453191794487926, Tau=-0.39886039886039887, s=-140.0, var_s=1306.6666666666667, slope=0.0, intercept=43.88888888888889)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.351851851851852)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001203956196687006, z=3.8453191794487926, Tau=0.39886039886039887, s=140.0, var_s=1306.6666666666667, slope=0.0, intercept=0.0004836377047467977)"
googlesamples\\android-BasicAndroidKeyStore,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.049659811819681376, z=1.9628826448376688, Tau=0.25846153846153846, s=84.0, var_s=1788.0, slope=0.0, intercept=49.09090909090909)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000293404482942794, z=3.6210546857285983, Tau=0.36923076923076925, s=120.0, var_s=1080.0, slope=0.0, intercept=1.5932203389830508)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0038165784710806547)"
googlesamples\\android-AutoBackupForApps,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=93.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.142857142857143)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.01737495698034763)"
googlesamples\\android-AsymmetricFingerprintDialog,"Mann_Kendall_Test(trend='no trend', h=False, p=0.11497492369307993, z=-1.5762208124782013, Tau=-0.09090909090909091, s=-21.0, var_s=161.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5031497894293486, z=0.6695420137538327, Tau=0.09956709956709957, s=23.0, var_s=1079.6666666666667, slope=0.0, intercept=79.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.07329331082433876, z=-1.7909999013934392, Tau=-0.20346320346320346, s=-47.0, var_s=659.6666666666666, slope=0.0, intercept=1.4788732394366195)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11497492369307993, z=-1.5762208124782013, Tau=-0.09090909090909091, s=-21.0, var_s=161.0, slope=0.0, intercept=0.0003232607915480104)"
googlesamples\\android-AppShortcuts,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=93.75)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.7435897435897436)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.003889319952577353)"
googlesamples\\android-AppRestrictionSchema,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='increasing', h=True, p=7.588243547074214e-06, z=4.476483765338953, Tau=0.5954415954415955, s=209.0, var_s=2159.0, slope=0.6666666666666666, intercept=43.99999999999999)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00011655974679047887, z=3.853251097741077, Tau=0.5128205128205128, s=180.0, var_s=2158.0, slope=0.012022042285200171, intercept=1.28633640111207)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00011969391036675207)"
googlesamples\\android-AppRestrictions,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.000293404482942794, z=-3.6210546857285983, Tau=-0.36923076923076925, s=-120.0, var_s=1080.0, slope=0.0, intercept=78.25)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.000293404482942794, z=-3.6210546857285983, Tau=-0.36923076923076925, s=-120.0, var_s=1080.0, slope=0.0, intercept=3.2857142857142856)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-AppRestrictionEnforcer,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0068812977491963245, z=2.7025348151412816, Tau=0.3353846153846154, s=109.0, var_s=1597.0, slope=0.0, intercept=9.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.1183995668749844e-08, z=5.6020430222379165, Tau=0.7569230769230769, s=246.0, var_s=1912.6666666666667, slope=1.3680555555555562, intercept=49.24930555555554)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008550288727394495, z=2.6295303981933076, Tau=0.3569230769230769, s=116.0, var_s=1912.6666666666667, slope=0.010140306122448983, intercept=1.559509909733124)","Mann_Kendall_Test(trend='increasing', h=True, p=0.002297049387898431, z=3.0488685860290685, Tau=0.4153846153846154, s=135.0, var_s=1931.6666666666667, slope=0.00021557087807364192, intercept=0.025152014223513784)"
googlesamples\\android-AdvancedImmersiveMode,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=51.6)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11076522956462287, z=1.5947630641475339, Tau=0.08, s=24.0, var_s=208.0, slope=0.0, intercept=1.3709677419354838)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
